,year,month,day,timeofday,dayofweek,city,intersection,hit_and_run,lighting,weather,speed_limit,worst_injury,party_type,age,gender
151,2018,August,6,10:00 PM - 11:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,30,Fatal injury (K),Motor vehicle driver,25,Male
152,2018,August,6,11:00 AM - 12:00 noon,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,52,Male
153,2018,September,6,10:00 AM - 11:00 AM,Thursday,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,19,Male
154,2018,September,6,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,23,Female
155,2018,September,6,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,No injury (O),Motor vehicle driver,,Male
156,2018,October,6,7:00 PM - 8:00 PM,Saturday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark unlighted,Rain,40,Suspected minor injury (B),Motor vehicle driver,48,Male
157,2018,October,6,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,56,Male
158,2018,October,6,3:00 PM - 4:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,35,Female
159,2018,November,6,7:00 AM - 8:00 AM,Tuesday,Wayne County: Grosse Pointe Woods,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,58,Female
160,2018,November,6,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,,Suspected minor injury (B),Motor vehicle driver,21,Male
161,2018,November,6,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Cloudy,40,Possible injury (C),Motor vehicle driver,,
162,2018,December,6,1:00 PM - 2:00 PM,Thursday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,Cloudy,40,Suspected minor injury (B),Motor vehicle driver,24,Male
163,2018,December,6,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Clear,25,No injury (O),Motor vehicle driver,27,Male
164,2018,December,6,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,60,Female
165,2018,December,6,6:00 PM - 7:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,,
166,2018,January,7,12:00 noon - 1:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Cloudy,30,No injury (O),Motor vehicle driver,,
167,2018,February,7,3:00 PM - 4:00 PM,Wednesday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,,
168,2018,February,7,1:00 AM - 2:00 AM,Wednesday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dark lighted,Clear,45,Fatal injury (K),Motor vehicle driver,48,Male
169,2018,February,7,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Snow,25,Possible injury (C),Motor vehicle driver,,
170,2018,May,7,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,59,Female
171,2018,May,7,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,59,Female
172,2018,May,7,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,,
173,2018,August,7,1:00 AM - 2:00 AM,Tuesday,Wayne County: Van Buren Twp.,Not intersection crash,Not hit-and-run,Dark lighted,Rain,55,Fatal injury (K),Motor vehicle driver,28,Male
174,2018,August,7,9:00 PM - 10:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,,Suspected serious injury (A),Motor vehicle driver,,
175,2018,September,7,8:00 PM - 9:00 PM,Friday,Wayne County: Van Buren Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,50,Fatal injury (K),Motor vehicle driver,89,Male
176,2018,September,7,6:00 PM - 7:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Cloudy,30,No injury (O),Motor vehicle driver,29,Female
177,2018,September,7,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,,
178,2018,September,7,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Clear,35,Possible injury (C),Motor vehicle driver,,
179,2018,October,7,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,22,Male
180,2018,October,7,12:00 noon - 1:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,,No injury (O),Motor vehicle driver,20,Female
181,2018,November,7,7:00 AM - 8:00 AM,Wednesday,Wayne County: Romulus,Not intersection crash,Hit-and-run,Dark unlighted,Cloudy,45,No injury (O),Motor vehicle driver,,
182,2018,November,7,6:00 PM - 7:00 PM,Wednesday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark lighted,Clear,40,Possible injury (C),Motor vehicle driver,,
183,2018,November,7,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,22,Female
184,2018,December,7,6:00 PM - 7:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,41,Male
185,2018,January,8,5:00 PM - 6:00 PM,Monday,Wayne County: Highland Park,Intersection crash,Hit-and-run,Dark unlighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,55,Male
186,2018,January,8,6:00 PM - 7:00 PM,Monday,Wayne County: Inkster,Intersection crash,Not hit-and-run,Dark unlighted,Clear,40,Suspected serious injury (A),Motor vehicle driver,86,Female
187,2018,January,8,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Cloudy,30,No injury (O),Motor vehicle driver,19,Female
188,2018,January,8,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Snow,35,Suspected minor injury (B),Motor vehicle driver,,
189,2018,February,8,5:00 PM - 6:00 PM,Thursday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,43,Male
190,2018,February,8,8:00 AM - 9:00 AM,Thursday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,24,Female
191,2018,February,8,3:00 PM - 4:00 PM,Thursday,Wayne County: Dearborn,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,,
192,2018,February,8,12:00 noon - 1:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,54,Female
193,2018,March,8,3:00 PM - 4:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,28,Female
194,2018,March,8,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Snow,35,Suspected serious injury (A),Motor vehicle driver,73,Female
195,2018,May,8,7:00 PM - 8:00 PM,Tuesday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,69,Male
196,2018,May,8,11:00 PM - 12:00 midnight,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,,Suspected minor injury (B),Motor vehicle driver,24,Female
197,2018,May,8,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,61,Male
198,2018,June,8,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,20,Possible injury (C),Motor vehicle driver,29,Female
199,2018,August,8,2:00 AM - 3:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,,
200,2018,September,8,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Fatal injury (K),Motor vehicle driver,44,Male
201,2018,September,8,3:00 PM - 4:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,,
202,2018,October,8,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,Rain,40,Possible injury (C),Motor vehicle driver,48,Female
203,2018,November,8,8:00 AM - 9:00 AM,Thursday,Wayne County: Taylor,Intersection crash,Hit-and-run,Daylight,Clear,45,Suspected minor injury (B),Motor vehicle driver,,
204,2018,November,8,4:00 PM - 5:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,,Possible injury (C),Motor vehicle driver,,
205,2018,November,8,6:00 PM - 7:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,,
206,2018,December,8,3:00 PM - 4:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,29,Female
207,2018,March,9,4:00 PM - 5:00 PM,Friday,Wayne County: Westland,Intersection crash,Hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,29,Female
208,2018,March,9,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,22,Female
209,2018,March,9,4:00 AM - 5:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,35,No injury (O),Motor vehicle driver,,
210,2018,March,9,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,,
211,2018,April,9,5:00 PM - 6:00 PM,Monday,Wayne County: Wyandotte,Intersection crash,Hit-and-run,Dawn,Snow,35,Possible injury (C),Motor vehicle driver,,
212,2018,June,9,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,No injury (O),Motor vehicle driver,,
213,2018,June,9,1:00 AM - 2:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,,
214,2018,June,9,3:00 AM - 4:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,Fatal injury (K),Motor vehicle driver,,
215,2018,July,9,1:00 PM - 2:00 PM,Monday,Wayne County: Wyandotte,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,54,Male
216,2018,July,9,10:00 AM - 11:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,15,Possible injury (C),Motor vehicle driver,22,Female
217,2018,August,9,3:00 PM - 4:00 PM,Thursday,Wayne County: Harper Woods,Intersection crash,Hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,,
218,2018,September,9,7:00 PM - 8:00 PM,Sunday,Wayne County: Inkster,Intersection crash,Not hit-and-run,Daylight,Cloudy,40,Suspected serious injury (A),Motor vehicle driver,62,Male
219,2018,October,9,7:00 PM - 8:00 PM,Tuesday,Wayne County: Dearborn Heights,Not intersection crash,Hit-and-run,Unknown,Unknown,25,Suspected serious injury (A),Motor vehicle driver,,
220,2018,October,9,7:00 PM - 8:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Suspected serious injury (A),Motor vehicle driver,33,Female
221,2018,October,9,2:00 PM - 3:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,38,Female
222,2018,October,9,2:00 PM - 3:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,46,Male
223,2018,October,9,2:00 PM - 3:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,,
224,2018,October,9,8:00 AM - 9:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,20,Male
225,2018,October,9,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,54,Female
226,2018,October,9,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,55,Male
227,2018,October,9,12:00 noon - 1:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,20,Male
228,2018,October,9,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,,
229,2018,November,9,7:00 PM - 8:00 PM,Friday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,64,Female
230,2018,November,9,8:00 AM - 9:00 AM,Friday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Snow,25,Possible injury (C),Motor vehicle driver,69,Female
231,2018,November,9,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Rain,30,No injury (O),Motor vehicle driver,44,Male
232,2018,November,9,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Unknown,25,Fatal injury (K),Motor vehicle driver,,
233,2018,December,9,2:00 PM - 3:00 PM,Sunday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,28,Male
234,2018,December,9,4:00 PM - 5:00 PM,Sunday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,20,Female
235,2018,December,9,3:00 PM - 4:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Fatal injury (K),Motor vehicle driver,28,Male
236,2018,December,9,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,48,Female
237,2018,December,9,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,,
238,2018,December,9,5:00 AM - 6:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Clear,30,Possible injury (C),Motor vehicle driver,,
239,2018,January,10,7:00 PM - 8:00 PM,Wednesday,Wayne County: Highland Park,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Suspected serious injury (A),Motor vehicle driver,,
240,2018,January,10,6:00 PM - 7:00 PM,Wednesday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Dark unlighted,Rain,40,No injury (O),Motor vehicle driver,29,Male
241,2018,January,10,8:00 PM - 9:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,42,Male
242,2018,January,10,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Rain,30,No injury (O),Motor vehicle driver,,
243,2018,March,10,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,59,Male
244,2018,April,10,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,52,Male
245,2018,April,10,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,42,Male
246,2018,June,10,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,30,Suspected serious injury (A),Motor vehicle driver,,
247,2018,June,10,9:00 PM - 10:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Clear,30,Suspected serious injury (A),Motor vehicle driver,60,Male
248,2018,July,10,11:00 PM - 12:00 midnight,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,,Male
249,2018,August,10,2:00 AM - 3:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,,
250,2018,August,10,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Clear,25,Suspected minor injury (B),Motor vehicle driver,,
251,2018,September,10,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Rain,35,Suspected minor injury (B),Motor vehicle driver,,
252,2018,October,10,7:00 PM - 8:00 PM,Wednesday,Wayne County: Van Buren Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,Rain,50,Fatal injury (K),Motor vehicle driver,66,Male
253,2018,October,10,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,35,Suspected minor injury (B),Motor vehicle driver,42,Male
254,2018,October,10,11:00 PM - 12:00 midnight,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Rain,25,Possible injury (C),Motor vehicle driver,,Male
255,2018,October,10,10:00 PM - 11:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,35,Suspected minor injury (B),Motor vehicle driver,,
256,2018,November,10,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,,No injury (O),Motor vehicle driver,,
257,2018,November,10,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,,
258,2018,December,10,6:00 AM - 7:00 AM,Monday,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,50,Male
259,2018,December,10,4:00 PM - 5:00 PM,Monday,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Daylight,Cloudy,40,Suspected serious injury (A),Motor vehicle driver,66,Male
260,2018,December,10,7:00 PM - 8:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,,
